harari_latin,english,category,notes
attay duq baya,reach the destination; reach the climax,verb,
attay zibayada,who is of age; mature (lit. who reached the place),adjective,
attay-le,instead,adverb,
attay-zo-nta,he deserves it (lit. it is his place),phrase,
atti,self,noun,
atti batti,one another; by themselves,pronoun,
atti-zo,he himself,pronoun,
atub,strange,adjective,
avehasa,make wet,verb,causative of rehasa
avohaga,remove far,verb,causative of haga
aw,or,conjunction,
aw aw aitasa,chatter; shout at one another,verb,
aw baya,shout; scream,verb,
aw hagi,husband (lit. father pilgrim),noun,kinship
aw umcay,vulture,noun,animal
aw waldi,stepbrother (lit. son of father from different mother),noun,kinship
aw xatib,preacher,noun,religion
aw-inu-m,or; or else; but also,conjunction,
awa ay,parents (lit. father and mother),noun,kinship
awa ay zalala,orphan (lit. who has no parents),noun,kinship
awa ay zilala,orphan (lit. who has no parents),noun,kinship
awa',air; passion,noun,from Arabic hawa'
awac hara,visit the holy shrine,verb phrase,religious
awacha,rinse sorghum grain with water to clean it,verb,
awal,kind of game played by girls,noun,game
awala,guard; protect,verb,
awalada,kitchen,noun,household
awat,holy shrine; elderly people (lit. fathers),noun,religion
awat anatafo,the shrine is made ready for the visit of the people,verb,religion
awat hara,visit the holy shrine,verb,religion
away,proclamation,noun,from Amharic
awfi,forgiveness,noun,loanword; variant: afwi
awfi asa,forgive; pardon,verb,
awhakos,ball of cloth,noun,game
awi gédu,granary dug in the ground,noun,storage
awinum,or; or else; but also,conjunction,
awliya',saint; holy,noun,religion; from Arabic
awti,shout (noun),noun,
awtobis,autobus,noun,vehicle
awwa,the first period of the zirat-season,noun,time/season
awwal,former; formerly,adjective/adverb,from Arabic
awwal-be,formerly,adverb,
awwalani,ancient,adjective,
ax,you (singular feminine),pronoun,
axafara?,snore,verb,
axax,you (singular masculine),pronoun,
axax (fem.),you (singular feminine),pronoun,
axaxié,you (plural),pronoun,
axaxu,you (polite; speaking to someone),pronoun,
axaxu baya,use the form of politeness,verb,lit. say axaxu
axi,cereal; grain,noun,cf. Te. akal
axi mqaé,mortar for grain,noun,tool
axir,last,adjective,from Arabic
axir-zo,at last,adverb,
Axira,future life; future world,noun,religious; from Arabic
axista,maternal aunt,noun,family relation
axti,thick saliva by clearing the throat,noun,body product
axx,how!,interjection,
axxa?,now,adverb,time
axxa',now,adverb,time expression
axxa'zo,right now,adverb,time
axxam,again,adverb,
axxazzo,right now,adverb,time
ay,mother,noun,kinship
ay hagiya,wife (expression used by friends; lit. mother pilgrim),noun,kinship
ay qassi,how much? (in quantity),pronoun,interrogative
ay waldi,stepbrother (lit. son of mother from different father),noun,kinship
aya,Koranic verse,noun,religion
ayam,day (twenty-four hours),noun,time
ayam asa,fix a day,verb,
ayam-be,daily,adverb,time
ayat,women,noun,
aybi,defect,noun,from Arabic
aydban,fragrant plant,noun,plant
ayde,where?,adverb,interrogative
ayde-be,where?; whence?; from where?,adverb,interrogative
ayhuzis,indeed; certainly,adverb,
ayku(t),how?,adverb,interrogative
ayku(t)-be,how?,adverb,interrogative
ayna,kind; quality; -like,noun/suffix,
aynab,grape,noun,food/fruit
aynab lafu,vine (lit. tree of grape),noun,plant
ayror,brown,adjective,color
ayyana,best time of life,noun,
ayyanam,lucky,adjective,
ayzo zalidta-kut-be,naked (lit. the state in which his mother bore him),adjective,
ayzugadu,fox; jackal,noun,animal
azab,Hell,noun,religion
azan asa,call to the prayer,verb,religion
azi' asa,annoy,verb,
azin,the call to the prayer,noun,religion
azli asa,depose; destitute; remove from office,verb,
azna,quarter of a loaf of bread,noun,food
azni,permission,noun,
azni asa,permit; allow,verb,
azze,she; that,pronoun,demonstrative
azziyat,those (adj.); they,pronoun,
azziyu,he (polite form when speaking of someone),pronoun,politeness
azzo,he; that,pronoun,demonstrative
azzo-de,there,adverb,location
azzo-kus-so,so also; likewise,adverb,
azzo-kut,thus (lit. like that),adverb,
azzo-kut-zo-zom,so also; likewise,adverb,
ba'a,enter; go in; interfere; mediate; set (sun),verb,
ba'a lew,he understands (lit. it enters to him),phrase,
ba'ara,ox; bull,noun,animal
ba'aw,rich; wealthy,adjective,
ba'id,rare,adjective,from Arabic
ba'ur,deep,adjective,
bab,grandfather,noun,kinship
baba,grandfather (in address),noun,kinship
bablin,kind of a cloth,noun,clothing; from French popeline
babur,train,noun,vehicle
bad,country; land,noun,geography
bad-zo usu',native (lit. man of the country),noun,
badal,a group of boys who are friends of a group of girls,noun,social
badawi,countryman; rustic,noun,from Arabic
badda,highland,noun,geography
badini,man's coat,noun,clothing
badiya,countryside,noun,geography
badri,kind of woman's black dress worn over the ordinary dress,noun,clothing
badu,rump (of animal),noun,body part/animal
badwi,countryman; rustic,noun,variant
bag asa,keep awake all night,verb,
bag baya,rise abruptly (flame); flare up,verb,
baga,syphilis,noun,medical
bagbag baya,rise abruptly (fire); be bright (color); be dazzling (color),verb,
bagih,much; many; abundant,adjective,quantity
bagih ayna,various,adjective,
bagih gir,often,adverb,
bahar,sea; abroad; overseas,noun,geography
bahar zaf,eucalyptus,noun,plant
bahar-la,after; since,preposition,time
baharo,kind of onion,noun,food/vegetable
bahsi asa,investigate,verb,from Arabic
baka,cry,verb,
bakit,mourning,noun,
bala,where is he?,phrase,interrogative
bala'a,eat,verb,
balabat,noble,noun,from Amharic
baladu,wedding feast; wedding festivities; feast,noun,celebration
balaga,be adolescent; be of age of puberty,verb,
balagara,adversary,noun,
balage,rude; ill-mannered,adjective,from Amharic
balaha,be sharp,verb,
balala,get spoiled,verb,
balas,worthless,adjective,from spoken Arabic
balas-be,in vain; gratis; for nothing,adverb,
balattu,wedding feast; wedding festivities; feast,noun,variant
balaxa,be of age of puberty; be adolescent,verb,from Arabic
balda,the second period of the gay-season,noun,time/season
balix,adult; of age of puberty,adjective,
baliyya,misfortune,noun,from Arabic
balla,blind,adjective,used as abuse
ballema aa,give an appointment,verb phrase,
balli,feather,noun,animal
banana,width of finger,noun,measurement; from Arabic
bandar,city,noun,from Arabic/Persian
bandaynat,quality of city,noun,
bandira,flag,noun,from Italian bandiera
bani Adam,mankind,noun,from Arabic
bannan,builder,noun,occupation; from Arabic
baq,chaff,noun,from Galla
baqad,ago,adverb,
baqad-be,formerly,adverb,
baqad-le,before; ago,preposition,
baqal,germinated grain,noun,
baqila,flourish; sprout; grow,verb,
baql,mule,noun,animal
baqla,hundred,numeral,number
baradz,unknown noun example,noun,stress example
barano,newly wed bride and bridegroom from one week to few years after wedding,noun,from Cushitic
baranonat,the stage of the newly married,noun,
baraq,lightning,noun,weather
barara,fly,verb,
barasa,kind of white earth serving to whitewash wood of writing tablet,noun,
barasa aa,paint with the white earth,verb phrase,
barasam,leper,noun,medical; from Arabic baras
bari goyta,who is in charge of gates of the city,noun,lit. 'master of the gate'
barna,light,noun,
baror,black cockroach,noun,insect
barra-,form of greeting (how are you?) for any time of day,interjection,greeting
barti,stick,noun,
barti barti,game consisting of fighting with sticks,noun phrase,game
barti maraga,place in the house where one puts the stick,noun,see barti
barti tor,who carries a stick,noun phrase,
basar maga,spatula for meat,noun,utensil
basar metega,spatula for meat,noun,lit. instrument serving to take out the meat
basara,rot; spoil (fruit); decay,verb,
basay,unknown noun example,noun,stress example
basbas,much (mainly used by children),adjective,
bassis,spy,noun,from Arabic
basso,flour made from roasted barley,noun,food; from Cushitic
bat,failure,noun,
bat aa,fail,verb phrase,
bata aa,shuffle (cards),verb,from Arabic
batatis,sweet potatoes,noun,food; from Arabic/Western origin
batil,unjust,adjective,
batnalhud,second period of bayaq-season,noun,season; from Arabic
batni,voracious,adjective,from Arabic batn (abdomen)
batolnat,guilt,noun,
batti,dispersed,adjective,
batusa,break by pulling,verb,
baw,rich; wealthy,adjective,variant
baxata,die without being slaughtered; rot,verb,
baxil,avaricious; miser; parsimonious,adjective,from Arabic
baxri,the unit between two joints (in a finger; sugar cane; etc.),noun,
baxti,carrion,noun,dead animal flesh
bay,toga of men,noun,clothing
baya,say; name,verb,
bayaq,season of year from 24th March to 21st June,noun,season
bayi,value; cost; price,noun,
bayi asa,transact business,verb phrase,
bayi-wa sira,business transaction,noun phrase,
bazaha,be abundant; abound; be frequent; be numerous; increase,verb,
bazay,idle,adjective,
bazif,much; many; abundant,adjective,
bazuha gir,at the most,adverb,
belit,temple (part of face),noun,body part
beni adem,mankind,noun,from Arabic bani adam
berad,hail,noun,weather
beraga,design; decorate,verb,
berana,be bright; clear up (weather); shine (sun),verb,
beri af,entrance of gate,noun phrase,
berrara,fly,verb,
berti berti aa,fight with sticks,verb phrase,
berzaz,dream,noun,
berzaz asa,dream,verb phrase,
besa,ancient coin; penny,noun,currency
beSana,become watery; become diluted,verb,
beSaqa,be soaked; become wet; be drenched by rain,verb,
betena,scatter,verb,
betiskan,church,noun,for Ethiopic beta krastyan (house of Christians)
bey iraz,working cloth (lit. cloth of boy),noun,clothing
bezaha,be abundant,verb,cf. Amh. bazza
bicco,kind of bird,noun,animal
bida'a,merchandise,noun,commerce; from Arabic
big qalam,bamboo serving for writing,noun,
bila'a,eat; earn money; itch (intr.),verb,
bilala,china cups used for tea,noun,perhaps from *bilara or *birala
bilata,cheat; be cunning; fool,verb,
bilax,sharp; clever,adjective,
bilbila,earring,noun,jewelry; in uzun bilbila
bilha,sharpness,noun,
bilig bilic baya,scintillate,verb,
biliss,who is not a slave,noun,from Cushitic Ga. bilis
billowri,prisms for decoration,noun,
bilto,cunning; shrewd,adjective,
bimbe,mosquito causing malaria; malaria,noun,from Cushitic
binaya,structure; building,noun,from Arabic
bindna,be sprinkled,verb,
binin asa,sprinkle with salt; pepper; etc.,verb phrase,
biq,sudden appearance,noun,
biq qalam,bamboo serving for writing,noun phrase,tool
biqela,bean,noun,food
bir,deep,adjective,variant
birasa,be abolished,verb,
birgama,abundant cat,noun,
biri,entrance or door leading to compound or house; gate of city,noun,
biriq baya,scintillate,verb,
biririq baya,scintillate; flash (lightning); shimmer; appear in bright colors,verb,
birrat,mark on skin left by a blow,noun,
birrin,bright; clear; light,adjective,
birzi,honeyed water,noun,food/drink
birzi aa,dilute honey with water,verb phrase,
bis,sound used to chase away a cat,interjection,
bisala,be ripe; be cooked well,verb,
bisara,good news,noun,from Arabic
bisat,rug of wool,noun,household; from Arabic
bisaya,fruit,noun,food
bisir,meat,noun,food
bisklit,bicycle,noun,from French bicyclette
bissa,chewing gum coming from the libandt-tree,noun,food
bissa muday,small basket for chewing gum,noun phrase,
bissi,fruit,noun,food; from Cushitic
bito,left,adjective,direction; from Cushitic
bitota,left-handed,adjective,
bitti,small and circular thing; small earring; small basket; small loaf of bread,noun,
bizaha gir,at the most,adverb,
bizaza,be blurred; be feeble (eyesight),verb,
bizha,abundance,noun,
boli,moth that eats cloth,noun,animal/insect
bolis,police,noun,from English police
bomba,water pipe,noun,from Western language through Arabic
bomba mi,running water in the house,noun phrase,
bombay,kind of woman's dress,noun,clothing; from city of Bombay
bon,tanner,noun,occupation; from Somali
boq baya,appear suddenly,verb,
bosana,thick forest,noun,nature
bosiatti,bad housewife,noun,from Galla
bosoqa,stem of sorghum when it does not have a sweet taste,noun,plant
boy iraz,working apron,noun phrase,clothing
boyya,kind of wild pig,noun,animal; from Cushitic
brat,iron; metal,noun,material
bubiti asa,scatter,verb,
buci,dog,noun,animal
buda,man who has the power of casting the evil eye,noun,supernatural
budi ayna,dog-like,adjective,
budi waldi,puppy (lit. child of dog),noun,animal
buf baya,be blown up; sulk,verb,
bufa,bellows,noun,tool
bufa asa,fan the fire with bellows,verb,
bufhait,bladder,noun,body part; variant: buhfaii
bufhau,bladder; piece of broken gourd made into circular or rectangular shape,noun,
bug baya,ferment,verb,
buga leta,be evacuated in war time,verb phrase,lit. he went into refuge/flight
buh baya,flow,verb,
buhfaii,bladder,noun,body part; variant: bufhait
buhfait,bladder,noun,body part
bulug,adolescent,noun,
bum baya,explode,verb,onomatopoetic
bun,coffee,noun,food/drink; from Arabic bunn
bun firi,coffee grain,noun phrase,food
bun gahwa,coffee made from the bean,noun phrase,food/drink
bun gamaha,take a mouthful of roasted coffee grain,verb phrase,
bun moqač,mortar for coffee,noun,see bun
bun moqag,mortar for coffee,noun phrase,tool
bun qamaha,take a mouthful of roasted coffee grain,verb,
bun raxrax,coffee grounds,noun phrase,food
bun rogi,middle finger,noun,lit. the thief of the coffee
bun vixvax,coffee grounds,noun phrase,food
bun vogi,middle finger,noun phrase,body part; lit. thief of coffee
bunni,who is of coffee color,adjective,color; from Arabic
buntur,marble-sized dough of wheat flour fried and dipped in honey,noun,food
buq,thin kind of bamboo; bride's quarters; butchery,noun,
buranburre,spotted,adjective,reduplicated form
buris,kind of leprosy,noun,medical
burqa,spring,noun,water source; from Cushitic
bursi,furuncle,noun,medical
burtuxan,orange,noun,fruit; alteration of Portugal
buruq,decorated,adjective,
bus,cork; stopper,noun,
bus-be xadena,block up the opening of a bottle,verb phrase,
buskumat,unknown noun example,noun,stress example
buskumut,bread of millet,noun,food
busul,ripe,adjective,
busul hurdi,dark yellow,adjective,color; lit. cooked or ripe yellow
butino-be mahata,box someone,verb phrase,lit. hit with the fist; from Italian pugno
